id,bid,正文,日期,工具,点赞数,评论数,转发数,话题
4587533206296643,JAJ8Aqq2L,2021年即将解锁，管哥先祝大家在新的一年里也继续元气满满无论你是想出门游玩四处浪，还是宅家长卧不起，这份元旦「装备清单」都能让你“玩转”三天小长假#管哥爱管# ,2020-12-29,微博 weibo.com,38,31,7,管哥爱管
4593052335218682,JD2IplTCi,疯狂删除文件，古老蠕虫高调复出“incaseformat”蠕虫病毒伪装成文件夹，欺骗用户关闭防护功能或将其添加进信任白名单，以此删除除C盘外的分区文件。请大家不要把可疑文件添加为信任白名单，如不慎中招，可用腾讯电脑管家恢复遭删除的文件；腾讯iOA、腾讯电脑管家均可查杀此攻击。详戳 “incaseformat”蠕虫病毒入侵，腾讯iOA、管家均可查杀,2021-01-14,微博 weibo.com,4,2,2,
4592907166417019,JCYWgqVmj,2021年首个微软补丁日如约而至本月已发布漏洞83个，涉及Microsoft Windows、Azure等多个组件。其中，10个严重级别漏洞均为远程代码执行漏洞安全漏洞遭利用还可造成信息泄露、安全功能绕过等后果。请大家尽快使用Windows Update或腾讯电脑管家漏洞修复功能安装补丁。更多漏洞详情，请戳 微软发布2021年1月安全更新,2021-01-13,微博 weibo.com,2,5,3,
4592622574243007,JCRxfhNNB,受比特币牛市刺激，众挖矿木马下场敛财比特币暴涨，以传播挖矿木马获利的黑产团伙纷纷出动，攻击云主机来分一杯羹。新老挖矿木马争先恐后，各凭本事抢占“矿区”，更有僵尸网络加入挖矿阵营......企业用户应做好主机安全防护，及时修复相关漏洞，使用腾讯安全系列产品对云主机进行实时防护。详戳 木马围城：比特币暴涨刺激挖矿木马一拥而上哄抢肉鸡资源,2021-01-12,微博 weibo.com,1,19,8,
4592619193108783,JCRrNd2JF,为什么你的电脑总是卡成PPT！？是时候找原因了！ 腾讯电脑管家的微博视频 ,2021-01-12,微博 weibo.com,3,18,7,
4592210941838509,JCGPk7Ihn,搭上#比特币#的“过山车”，挖矿木马发起围攻腾讯安全检测到，有黑产团伙趁比特币持续暴涨，利用Redis未授权访问漏洞直接写入计划任务，下载用golang语言编写的挖矿木马下载器superman，约1万台服务器失陷。请政企用户尽快处理弱口令风险、修复漏洞。腾讯安全系列产品可响应拦截此攻击。详戳 比特币市值飙升，催生大量Golang语言编写的挖矿木马围攻云主机,2021-01-11,微博 weibo.com,30,16,6,比特币
4591131197183180,JCeJNu8FK,本周威胁情报一览TopMiner挖矿木马“霸道横行”，利用弱口令爆破入侵还会消除同类木马？Apache高风险漏洞利用代码被公开，不法黑客伺机而动；2021企业勒索软件首位“新员工”Babuk Locker2投入工作，盗窃数据进行勒索；还有Node.js、FortiWeb等多个官方发布安全通告……更多威胁情报请戳 本周威胁情报概览（2021.01.01-2021.01.08）,2021-01-08,微博 weibo.com,36,19,6,
4590363916118087,JBUMfpFAP,连同类都不放过，只为做挖矿木马的TOP？！腾讯安全检测挖矿木马TopMiner近期活跃异常，通过SSH弱口令爆破入侵服务器，清除竞品挖矿木马的同时在内网横向传播，启动挖矿，目前受害服务器约1.5万台。建议相关用户尽快解决服务器配置弱口令的风险，腾讯安全系列产品可检测和拦截此攻击。详戳 腾讯主机安全截获TopMiner挖矿木马，受害服务器约1.5万台,2021-01-06,微博 weibo.com,42,15,8,
4590342978671638,JBUetAnT8,漏洞利用代码被公开，不法黑客利用攻击即将来临？Apache官网发布Apache Flink目录遍历漏洞通告，可通过REST API读/写远程文件。腾讯安全网络空间测绘结果显示，此服务器用户中国大陆地区占比最高还请大家尽快将服务器升级至安全版本，腾讯安全已支持全面检测该漏洞风险。详情请戳 Apache Flink目录遍历漏洞风险通告，腾讯安全全面检测,2021-01-06,微博 weibo.com,44,21,8,
4589916563973214,JBJ8IgFC6,“小寒时处二三九，天寒地冻冷到抖”  今日#小寒#，我国大部分地区迎来土壤冻结、河水封冻的时期。大家在注意保暖的同时，也别忘了来腾讯电脑管家-魔镜壁纸，给电脑换上最厚实的“冬装”，让管哥为你抵御寒冷，做你最有力的守护者[加油]#管哥爱玩# ,2021-01-05,,48,21,8,"小寒,管哥爱玩"
