id,bid,正文,日期,工具,点赞数,评论数,转发数,话题
4593016335504894,JD1Mln64C,#广州男子上班贴7个暖宝宝冒烟#近日广州一小伙贴了7个暖宝宝上班，结果不小心弄破后暖宝宝冒烟！广州已经冷成这样了嘛？其实，暖宝宝的最高温度可达65℃，发热可达10小时，平均温度可维持在40℃-55℃间，足以造成烫伤。大家使用的时候小心点哦！ ,2021-01-13,微博 weibo.com,1,1,0,广州男子上班贴7个暖宝宝冒烟
4592997293631110,JD1hDfeCi,过敏性鼻炎发作和感冒时，鼻腔会分泌大量黏液。如果不擤出来，这些鼻涕会去哪呢？很多人会不知不觉咽下去。你也许觉得恶心，担心会影响健康。其实，鼻涕里确实可能会包含细菌或病毒，但它们进入胃里，首先就要接受一波胃酸的洗礼，基本被消灭掉，不会产生健康问题哦！ ,2021-01-13,微博 weibo.com,2,0,1,
4592975172339017,JD0HX9Ou5,#男子喝多睡门口冻僵面临截肢#最近看到新闻，东北某大哥醉倒在室外，被发现时已经冻僵无知觉了，后期治疗甚至需要截肢。虽然现在的劝酒文化没有以前风靡，但还是有无法避免要喝酒的时候。喝醉后来一碗“醒酒汤”真的有效果吗？ ,2021-01-13,微博 weibo.com,3,0,2,男子喝多睡门口冻僵面临截肢
4592960680767360,JD0kA3dCM,每个人身上或多或少都有一些“痣”，这很正常。但是如果不小心发展成#黑色素瘤#，就是非常吓人的癌症了。建议大家每个月都检查一次全身的痣（包括腋下、脚底），特别是有黑色素瘤家族史的朋友。如果担心自己的痣，可以先做一个自我检查，看看它有没有以下这5种特征。 ,2021-01-13,微博 weibo.com,3,0,2,黑色素瘤
4592949441332101,JD02s5Axv,#我国疫情呈现多地局部暴发和零星散发 #截止1月12日24时，全国新增本土病例共107例，全国疫情最新动态请查收~ 腾讯医典的微博视频 ,2021-01-13,微博视频,2,0,0,
4592938514121112,JCZKPhi5y,对于女性来说，大姨妈来得少可是大问题！如果#月经#经常四五十天甚至更长时间才来一次或每次来得特别少，只用几张护垫就对付了，意味着可能存在内分泌失调、排卵障碍、卵巢功能减退等导致不孕的疾病，这个时候就要及时看医生啦～ ,2021-01-13,微博 weibo.com,2,0,0,月经
4592921212364059,JCZiV9UZZ,#杨超越被双倍辣火鸡面辣哭# 哈哈哈哈哈被辣哭的超越妹妹太好玩了！那么在生活中，用什么饮料都能快速解辣呢？答案就是牛奶——牛奶富含酪蛋白，能够跟辣椒素结合，牛奶里的脂肪，也可帮助把辣椒素分离出来。建议选择低温、全脂牛奶，解辣效果更好！  ,2021-01-13,微博 weibo.com,1,0,1,杨超越被双倍辣火鸡面辣哭
4592914929296326,JCZ8MD0oK,中午小睡一下可以缓解疲劳，让下午更加元气满满~你是怎么午睡的呢？ 腾讯医典的微博投票 ,2021-01-13,微博 weibo.com,25,3,0,
4592886350612975,JCYoH2zsH,#女孩子来例假最希望男孩子说什么#痛经？多喝热水！感冒发烧？多喝热水！在中国人心中，热水是可治愈一切的神奇存在，为啥中国人这么爱热水呢?戳下面你就知道！ @医学手札 @妇产刘医生 @卤煮疫苗 @未来的妇科男神 ,2021-01-13,微博 weibo.com,4,1,1,女孩子来例假最希望男孩子说什么
4592879462528592,JCYdAaBNK,#告诉我妈我有抑郁症后# 情绪低落、意志丧失 、兴趣减退、感觉自己就是会呼吸的行尸走肉……对于抑郁症患者，不能以简单的“振作起来” 缓解，而是应该寻求专业医生的帮助。下面让我们一起来看看，一个抑郁症女孩的7年重生路 —— ,2021-01-13,微博 weibo.com,1,0,1,告诉我妈我有抑郁症后
