id,bid,正文,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
4592869841046977,JCXY44omJ,#创造营# 2021全部学员已上号！世界那么大，我们一起闯！#创造营2021学员登岛卡#  ,,,2021-01-13,微博 weibo.com,5274,697,692,"创造营,创造营2021学员登岛卡",
4592918285783648,JCZecogAE,#赵丽颖向防疫人员致敬# #赵丽颖为河北加油#  @赵丽颖 为家乡河北送祝福，向防疫人员致敬，相信我们一定能战胜疫情，加油！ 腾讯视频的微博视频 ,,,2021-01-13,赵丽颖超话,502,89,18,"赵丽颖向防疫人员致敬,赵丽颖为河北加油",赵丽颖
4592914883676852,JCZ8Ifqw4,#这个世界不看脸# #陶小笛新皮肤上线# 经过一番“改头换面”，今晚更新至2.0版的陶小笛正式上线从此，陶家姐妹两张脸两种人生，分别走向不同的道路。@吴倩mine4ever @盖玥希 ,,,2021-01-13,微博 weibo.com,46,8,1,"这个世界不看脸,陶小笛新皮肤上线","吴倩mine4ever,盖玥希"
4592911637553357,JCZ3tvGYl,#许魏洲浪冲的比较晚一些# #迷妹专访#×许魏洲超话正片上线！@许魏洲ZZ 带你走进的横店拍戏日常，难逃减肥心酸新歌曲仅是新专辑预告？别急！拍完戏就准备新专回忆和@GAI周延 合作的单曲，录制竟是两年前？饭圈用语再抽查！叫bzjj了在线卑微拜托白粥姐姐们等等他今天也 ...全文,,,2021-01-13,许魏洲超话,897,153,124,"许魏洲浪冲的比较晚一些,迷妹专访","许魏洲ZZ,GAI周延"
4592908532986200,JCYYtcwQw,李振宁超话 被深深大帅哥深深的吸引着，目光一刻都不愿移开！@李振宁_LZN 腾讯视频的微博视频 ,,,2021-01-13,李振宁超话,749,245,511,,李振宁_LZN
4592905068485559,JCYSSzBtR,#天赐的声音# 音乐合伙人@VaVaMiss 火力全开加盟《天赐的声音2》，后天晚上#来腾讯视频看天赐的声音#听VaVa高燃说唱～VaVa请你来《天赐的声音2》听炸裂说唱 ,,,2021-01-13,微博 weibo.com,18,2,0,"天赐的声音,来腾讯视频看天赐的声音",VaVaMiss
4592903844272444,JCYQUhVso,#天赐的声音# 飞行合伙人@by2girl  甜美开嗓，甜蜜献唱！本周五晚#来腾讯视频看天赐的声音# 第二季，听默契姐妹默契合唱！默契姐妹by2甜蜜献唱《天赐的声音2》 ,,,2021-01-13,微博 weibo.com,131,34,9,"天赐的声音,来腾讯视频看天赐的声音",by2girl
4592894750757214,JCYCf3aZ8,#李冰冰赛博朋克大片# @李冰冰 最新封面大片曝光，整体造型以暗黑色系LOOK搭配，以环保和未来感作为主题，突破以往的造型风格，也展现了极强的表现力。大片中以花瓣、海水等元素渲染绿色环保意识，呼吁大家关注环保，保护环境，有创意也有意义#李冰冰环保大片# ,,,2021-01-13,微博 weibo.com,272,123,216,"李冰冰赛博朋克大片,李冰冰环保大片",李冰冰
4592890980865027,JCYwa3D23,#黑夜与人间烟火#2020年，孙川因为“收到清华录取通知书前还在工地打工”被我们关注。这一年，他经历了高三、高考、大一等多种人生时刻，什么是他理解的烟火气？孙川回忆2020高考经历，工地打工少年在清华大学继续追梦 ,,,2021-01-13,微博 weibo.com,134,19,0,黑夜与人间烟火,
4592887201533463,JCYq46qVh,#万茜鱼缸水声版四宫格创意弹唱# 慵懒惬意的弹唱、耳膜净化的乐器使用、唯美的鱼缸水声，四宫格根本不够看！@万茜  万茜的微博视频 ,,,2021-01-13,微博 weibo.com,651,63,7,万茜鱼缸水声版四宫格创意弹唱,万茜
4592878082589317,JCYbmaRBb,#魔熙先生# 预告上新，魔熙主理人@罗云熙Leo 和硬核玩家@染布的大飛  一起尝试植物印染独创华丽国潮单品，搭档大妈嗨跳广场舞险些闪腰，更多精彩戳预告一探究竟，明天中午12:00 记得来腾讯视频和罗云熙超话 一起探索魔熙世界！第4期预告：罗云熙植物印染做国潮单品 ,,,2021-01-13,罗云熙超话,2802,392,302,魔熙先生,"罗云熙Leo,染布的大飛"
4592877134687664,JCY9PjFtu,#电视剧山海情# 行程满满的珍珠鸡 上一秒还万分珍贵，下一秒就被嫌弃@黄轩的微博 @张嘉益工作室 @尤勇 《山海情》花絮：大明星珍珠鸡进组拍摄竟遭嫌弃？ ,,,2021-01-13,微博 weibo.com,34,3,0,电视剧山海情,"黄轩的微博,张嘉益工作室,尤勇"
4592875881109981,JCY7O4EKV,#网剧我的小确幸# 叮！一组新鲜剧照已发出，请注意查收~@邢菲_ @唐晓天DADDI @黄一琳 @李川Leon @邓郁立 @付伟伦 @刘畅 今晚20点，@腾讯视频 准时守候！#我的小确幸开播# ,,,2021-01-13,微博 weibo.com,108,25,9,"网剧我的小确幸,我的小确幸开播","邢菲_,唐晓天DADDI,黄一琳,李川Leon,邓郁立,付伟伦,刘畅,腾讯视频"
4592873360331938,JCY3K1olQ,刘浩存超话 时尚大片丸子头搭配泡泡袖轻柔纱质公主裙，黑色尖头平底鞋拉长线条，优雅摩登。表情鬼马灵动，少女感十足。#刘浩存表情包大片# ,,,2021-01-13,微博 weibo.com,689,104,273,刘浩存表情包大片,
